emoji,hexcode,group,subgroups,annotation,tags,hfg_tags,hfg_author,skintone,skintone_base_emoji,skintone_base_hexcode,unicode,order
👩‍⚖️,1F469-200D-2696-FE0F,smileys-people,person-role,woman judge,"judge, scales, woman","justice, woman, scales, judge hammer, gavel, black robe, law, order",Lisa Thiel,,👩‍⚖️,1F469-200D-2696-FE0F,4,237
👩🏻‍⚖️,1F469-1F3FB-200D-2696-FE0F,smileys-people,person-role,woman judge: light skin tone,,,Lisa Thiel,1,👩‍⚖️,1F469-200D-2696-FE0F,4,239
👩🏼‍⚖️,1F469-1F3FC-200D-2696-FE0F,smileys-people,person-role,woman judge: medium-light skin tone,,,Lisa Thiel,2,👩‍⚖️,1F469-200D-2696-FE0F,4,241
👩🏽‍⚖️,1F469-1F3FD-200D-2696-FE0F,smileys-people,person-role,woman judge: medium skin tone,,,Lisa Thiel,3,👩‍⚖️,1F469-200D-2696-FE0F,4,243
👩🏾‍⚖️,1F469-1F3FE-200D-2696-FE0F,smileys-people,person-role,woman judge: medium-dark skin tone,,,Lisa Thiel,4,👩‍⚖️,1F469-200D-2696-FE0F,4,245
👩🏿‍⚖️,1F469-1F3FF-200D-2696-FE0F,smileys-people,person-role,woman judge: dark skin tone,,,Lisa Thiel,5,👩‍⚖️,1F469-200D-2696-FE0F,4,247
👨‍🌾,1F468-200D-1F33E,smileys-people,person-role,man farmer,"farmer, gardener, man, rancher","farmer, gardener, man, rancher, pitchfork, strawhat",Lisa Thiel,,👨‍🌾,1F468-200D-1F33E,4,249
👨🏻‍🌾,1F468-1F3FB-200D-1F33E,smileys-people,person-role,man farmer: light skin tone,,,Lisa Thiel,1,👨‍🌾,1F468-200D-1F33E,4,250
👨🏼‍🌾,1F468-1F3FC-200D-1F33E,smileys-people,person-role,man farmer: medium-light skin tone,,,Lisa Thiel,2,👨‍🌾,1F468-200D-1F33E,4,251
👨🏽‍🌾,1F468-1F3FD-200D-1F33E,smileys-people,person-role,man farmer: medium skin tone,,,Lisa Thiel,3,👨‍🌾,1F468-200D-1F33E,4,252
👨🏾‍🌾,1F468-1F3FE-200D-1F33E,smileys-people,person-role,man farmer: medium-dark skin tone,,,Lisa Thiel,4,👨‍🌾,1F468-200D-1F33E,4,253
👨🏿‍🌾,1F468-1F3FF-200D-1F33E,smileys-people,person-role,man farmer: dark skin tone,,,Lisa Thiel,5,👨‍🌾,1F468-200D-1F33E,4,254
👩‍🌾,1F469-200D-1F33E,smileys-people,person-role,woman farmer,"farmer, gardener, rancher, woman","farmer, gardener, woman, rancher, pitchfork, braids",Lisa Thiel,,👩‍🌾,1F469-200D-1F33E,4,255
👩🏻‍🌾,1F469-1F3FB-200D-1F33E,smileys-people,person-role,woman farmer: light skin tone,,,Lisa Thiel,1,👩‍🌾,1F469-200D-1F33E,4,256
👩🏼‍🌾,1F469-1F3FC-200D-1F33E,smileys-people,person-role,woman farmer: medium-light skin tone,,,Lisa Thiel,2,👩‍🌾,1F469-200D-1F33E,4,257
👩🏽‍🌾,1F469-1F3FD-200D-1F33E,smileys-people,person-role,woman farmer: medium skin tone,,,Lisa Thiel,3,👩‍🌾,1F469-200D-1F33E,4,258
👩🏾‍🌾,1F469-1F3FE-200D-1F33E,smileys-people,person-role,woman farmer: medium-dark skin tone,,,Lisa Thiel,4,👩‍🌾,1F469-200D-1F33E,4,259
👩🏿‍🌾,1F469-1F3FF-200D-1F33E,smileys-people,person-role,woman farmer: dark skin tone,,,Lisa Thiel,5,👩‍🌾,1F469-200D-1F33E,4,260
👨‍🍳,1F468-200D-1F373,smileys-people,person-role,man cook,"chef, cook, man","chef, cook, man, toque, chef's hat, food, cooking",Lisa Thiel,,👨‍🍳,1F468-200D-1F373,4,261
👨🏻‍🍳,1F468-1F3FB-200D-1F373,smileys-people,person-role,man cook: light skin tone,,,Lisa Thiel,1,👨‍🍳,1F468-200D-1F373,4,262
👨🏼‍🍳,1F468-1F3FC-200D-1F373,smileys-people,person-role,man cook: medium-light skin tone,,,Lisa Thiel,2,👨‍🍳,1F468-200D-1F373,4,263
👨🏽‍🍳,1F468-1F3FD-200D-1F373,smileys-people,person-role,man cook: medium skin tone,,,Lisa Thiel,3,👨‍🍳,1F468-200D-1F373,4,264
👨🏾‍🍳,1F468-1F3FE-200D-1F373,smileys-people,person-role,man cook: medium-dark skin tone,,,Lisa Thiel,4,👨‍🍳,1F468-200D-1F373,4,265
👨🏿‍🍳,1F468-1F3FF-200D-1F373,smileys-people,person-role,man cook: dark skin tone,,,Lisa Thiel,5,👨‍🍳,1F468-200D-1F373,4,266
👩‍🍳,1F469-200D-1F373,smileys-people,person-role,woman cook,"chef, cook, woman","chef, cook, woman, toque, chef's hat, food, cooking",Lisa Thiel,,👩‍🍳,1F469-200D-1F373,4,267
👩🏻‍🍳,1F469-1F3FB-200D-1F373,smileys-people,person-role,woman cook: light skin tone,,,Lisa Thiel,1,👩‍🍳,1F469-200D-1F373,4,268
👩🏼‍🍳,1F469-1F3FC-200D-1F373,smileys-people,person-role,woman cook: medium-light skin tone,,,Lisa Thiel,2,👩‍🍳,1F469-200D-1F373,4,269
👩🏽‍🍳,1F469-1F3FD-200D-1F373,smileys-people,person-role,woman cook: medium skin tone,,,Lisa Thiel,3,👩‍🍳,1F469-200D-1F373,4,270
👩🏾‍🍳,1F469-1F3FE-200D-1F373,smileys-people,person-role,woman cook: medium-dark skin tone,,,Lisa Thiel,4,👩‍🍳,1F469-200D-1F373,4,271
👩🏿‍🍳,1F469-1F3FF-200D-1F373,smileys-people,person-role,woman cook: dark skin tone,,,Lisa Thiel,5,👩‍🍳,1F469-200D-1F373,4,272
👨‍🔧,1F468-200D-1F527,smileys-people,person-role,man mechanic,"electrician, man, mechanic, plumber, tradesperson","electrician, man, mechanic, plumber, tradesperson, wrench, overalls, blue hat, auto mechanic",Lisa Thiel,,👨‍🔧,1F468-200D-1F527,4,273
👨🏻‍🔧,1F468-1F3FB-200D-1F527,smileys-people,person-role,man mechanic: light skin tone,,,Lisa Thiel,1,👨‍🔧,1F468-200D-1F527,4,274
👨🏼‍🔧,1F468-1F3FC-200D-1F527,smileys-people,person-role,man mechanic: medium-light skin tone,,,Lisa Thiel,2,👨‍🔧,1F468-200D-1F527,4,275
👨🏽‍🔧,1F468-1F3FD-200D-1F527,smileys-people,person-role,man mechanic: medium skin tone,,,Lisa Thiel,3,👨‍🔧,1F468-200D-1F527,4,276
👨🏾‍🔧,1F468-1F3FE-200D-1F527,smileys-people,person-role,man mechanic: medium-dark skin tone,,,Lisa Thiel,4,👨‍🔧,1F468-200D-1F527,4,277
👨🏿‍🔧,1F468-1F3FF-200D-1F527,smileys-people,person-role,man mechanic: dark skin tone,,,Lisa Thiel,5,👨‍🔧,1F468-200D-1F527,4,278
👩‍🔧,1F469-200D-1F527,smileys-people,person-role,woman mechanic,"electrician, mechanic, plumber, tradesperson, woman","electrician, woman, mechanic, plumber, tradesperson, wrench, overalls, blue hat, auto mechanic",Lisa Thiel,,👩‍🔧,1F469-200D-1F527,4,279
👩🏻‍🔧,1F469-1F3FB-200D-1F527,smileys-people,person-role,woman mechanic: light skin tone,,,Lisa Thiel,1,👩‍🔧,1F469-200D-1F527,4,280
👩🏼‍🔧,1F469-1F3FC-200D-1F527,smileys-people,person-role,woman mechanic: medium-light skin tone,,,Lisa Thiel,2,👩‍🔧,1F469-200D-1F527,4,281
👩🏽‍🔧,1F469-1F3FD-200D-1F527,smileys-people,person-role,woman mechanic: medium skin tone,,,Lisa Thiel,3,👩‍🔧,1F469-200D-1F527,4,282
👩🏾‍🔧,1F469-1F3FE-200D-1F527,smileys-people,person-role,woman mechanic: medium-dark skin tone,,,Lisa Thiel,4,👩‍🔧,1F469-200D-1F527,4,283
👩🏿‍🔧,1F469-1F3FF-200D-1F527,smileys-people,person-role,woman mechanic: dark skin tone,,,Lisa Thiel,5,👩‍🔧,1F469-200D-1F527,4,284
👨‍🏭,1F468-200D-1F3ED,smileys-people,person-role,man factory worker,"assembly, factory, industrial, man, worker","assembly, factory, industrial, man, worker, welder, welding, welding helmet",Lisa Thiel,,👨‍🏭,1F468-200D-1F3ED,4,285
👨🏻‍🏭,1F468-1F3FB-200D-1F3ED,smileys-people,person-role,man factory worker: light skin tone,,,Lisa Thiel,1,👨‍🏭,1F468-200D-1F3ED,4,286
👨🏼‍🏭,1F468-1F3FC-200D-1F3ED,smileys-people,person-role,man factory worker: medium-light skin tone,,,Lisa Thiel,2,👨‍🏭,1F468-200D-1F3ED,4,287
👨🏽‍🏭,1F468-1F3FD-200D-1F3ED,smileys-people,person-role,man factory worker: medium skin tone,,,Lisa Thiel,3,👨‍🏭,1F468-200D-1F3ED,4,288
👨🏾‍🏭,1F468-1F3FE-200D-1F3ED,smileys-people,person-role,man factory worker: medium-dark skin tone,,,Lisa Thiel,4,👨‍🏭,1F468-200D-1F3ED,4,289
👨🏿‍🏭,1F468-1F3FF-200D-1F3ED,smileys-people,person-role,man factory worker: dark skin tone,,,Lisa Thiel,5,👨‍🏭,1F468-200D-1F3ED,4,290
👩‍🏭,1F469-200D-1F3ED,smileys-people,person-role,woman factory worker,"assembly, factory, industrial, woman, worker","assembly, factory, industrial, woman, worker, welder, welding, welding helmet",Lisa Thiel,,👩‍🏭,1F469-200D-1F3ED,4,291
👩🏻‍🏭,1F469-1F3FB-200D-1F3ED,smileys-people,person-role,woman factory worker: light skin tone,,,Lisa Thiel,1,👩‍🏭,1F469-200D-1F3ED,4,292
👩🏼‍🏭,1F469-1F3FC-200D-1F3ED,smileys-people,person-role,woman factory worker: medium-light skin tone,,,Lisa Thiel,2,👩‍🏭,1F469-200D-1F3ED,4,293
👩🏽‍🏭,1F469-1F3FD-200D-1F3ED,smileys-people,person-role,woman factory worker: medium skin tone,,,Lisa Thiel,3,👩‍🏭,1F469-200D-1F3ED,4,294
👩🏾‍🏭,1F469-1F3FE-200D-1F3ED,smileys-people,person-role,woman factory worker: medium-dark skin tone,,,Lisa Thiel,4,👩‍🏭,1F469-200D-1F3ED,4,295
👩🏿‍🏭,1F469-1F3FF-200D-1F3ED,smileys-people,person-role,woman factory worker: dark skin tone,,,Lisa Thiel,5,👩‍🏭,1F469-200D-1F3ED,4,296
👨‍💼,1F468-200D-1F4BC,smileys-people,person-role,man office worker,"architect, business, man, manager, white-collar","architect, business, man, manager, office, white-collar, papers, copy",Lisa Thiel,,👨‍💼,1F468-200D-1F4BC,4,297
👨🏻‍💼,1F468-1F3FB-200D-1F4BC,smileys-people,person-role,man office worker: light skin tone,,,Lisa Thiel,1,👨‍💼,1F468-200D-1F4BC,4,298
👨🏼‍💼,1F468-1F3FC-200D-1F4BC,smileys-people,person-role,man office worker: medium-light skin tone,,,Lisa Thiel,2,👨‍💼,1F468-200D-1F4BC,4,299
👨🏽‍💼,1F468-1F3FD-200D-1F4BC,smileys-people,person-role,man office worker: medium skin tone,,,Lisa Thiel,3,👨‍💼,1F468-200D-1F4BC,4,300
👨🏾‍💼,1F468-1F3FE-200D-1F4BC,smileys-people,person-role,man office worker: medium-dark skin tone,,,Lisa Thiel,4,👨‍💼,1F468-200D-1F4BC,4,301
👨🏿‍💼,1F468-1F3FF-200D-1F4BC,smileys-people,person-role,man office worker: dark skin tone,,,Lisa Thiel,5,👨‍💼,1F468-200D-1F4BC,4,302
👩‍💼,1F469-200D-1F4BC,smileys-people,person-role,woman office worker,"architect, business, manager, white-collar, woman","architect, business, woman, manager, office, white-collar, papers, copy",Lisa Thiel,,👩‍💼,1F469-200D-1F4BC,4,303
👩🏻‍💼,1F469-1F3FB-200D-1F4BC,smileys-people,person-role,woman office worker: light skin tone,,,Lisa Thiel,1,👩‍💼,1F469-200D-1F4BC,4,304
👩🏼‍💼,1F469-1F3FC-200D-1F4BC,smileys-people,person-role,woman office worker: medium-light skin tone,,,Lisa Thiel,2,👩‍💼,1F469-200D-1F4BC,4,305
👩🏽‍💼,1F469-1F3FD-200D-1F4BC,smileys-people,person-role,woman office worker: medium skin tone,,,Lisa Thiel,3,👩‍💼,1F469-200D-1F4BC,4,306
👩🏾‍💼,1F469-1F3FE-200D-1F4BC,smileys-people,person-role,woman office worker: medium-dark skin tone,,,Lisa Thiel,4,👩‍💼,1F469-200D-1F4BC,4,307
👩🏿‍💼,1F469-1F3FF-200D-1F4BC,smileys-people,person-role,woman office worker: dark skin tone,,,Lisa Thiel,5,👩‍💼,1F469-200D-1F4BC,4,308
👨‍🔬,1F468-200D-1F52C,smileys-people,person-role,man scientist,"biologist, chemist, engineer, man, physicist, scientist","biologist, chemist, engineer, man, mathematician, physicist, scientist, experiment, laboratory, lab, erlenmeyer flask, safety glasses",Lisa Thiel,,👨‍🔬,1F468-200D-1F52C,4,309
👨🏻‍🔬,1F468-1F3FB-200D-1F52C,smileys-people,person-role,man scientist: light skin tone,,,Lisa Thiel,1,👨‍🔬,1F468-200D-1F52C,4,310
👨🏼‍🔬,1F468-1F3FC-200D-1F52C,smileys-people,person-role,man scientist: medium-light skin tone,,,Lisa Thiel,2,👨‍🔬,1F468-200D-1F52C,4,311
👨🏽‍🔬,1F468-1F3FD-200D-1F52C,smileys-people,person-role,man scientist: medium skin tone,,,Lisa Thiel,3,👨‍🔬,1F468-200D-1F52C,4,312
👨🏾‍🔬,1F468-1F3FE-200D-1F52C,smileys-people,person-role,man scientist: medium-dark skin tone,,,Lisa Thiel,4,👨‍🔬,1F468-200D-1F52C,4,313
👨🏿‍🔬,1F468-1F3FF-200D-1F52C,smileys-people,person-role,man scientist: dark skin tone,,,Lisa Thiel,5,👨‍🔬,1F468-200D-1F52C,4,314
👩‍🔬,1F469-200D-1F52C,smileys-people,person-role,woman scientist,"biologist, chemist, engineer, physicist, scientist, woman","biologist, chemist, engineer, woman, mathematician, physicist, scientist, experiment, laboratory, lab, erlenmeyer flask, safety glasses",Lisa Thiel,,👩‍🔬,1F469-200D-1F52C,4,315
👩🏻‍🔬,1F469-1F3FB-200D-1F52C,smileys-people,person-role,woman scientist: light skin tone,,,Lisa Thiel,1,👩‍🔬,1F469-200D-1F52C,4,316
👩🏼‍🔬,1F469-1F3FC-200D-1F52C,smileys-people,person-role,woman scientist: medium-light skin tone,,,Lisa Thiel,2,👩‍🔬,1F469-200D-1F52C,4,317
👩🏽‍🔬,1F469-1F3FD-200D-1F52C,smileys-people,person-role,woman scientist: medium skin tone,,,Lisa Thiel,3,👩‍🔬,1F469-200D-1F52C,4,318
👩🏾‍🔬,1F469-1F3FE-200D-1F52C,smileys-people,person-role,woman scientist: medium-dark skin tone,,,Lisa Thiel,4,👩‍🔬,1F469-200D-1F52C,4,319
👩🏿‍🔬,1F469-1F3FF-200D-1F52C,smileys-people,person-role,woman scientist: dark skin tone,,,Lisa Thiel,5,👩‍🔬,1F469-200D-1F52C,4,320
👨‍💻,1F468-200D-1F4BB,smileys-people,person-role,man technologist,"coder, developer, inventor, man, software, technologist","coder, developer, inventor, man, software, technologist, tablet, graphs, glasses, smart, clever, coding, code",Lisa Thiel,,👨‍💻,1F468-200D-1F4BB,4,321
👨🏻‍💻,1F468-1F3FB-200D-1F4BB,smileys-people,person-role,man technologist: light skin tone,,,Lisa Thiel,1,👨‍💻,1F468-200D-1F4BB,4,322
👨🏼‍💻,1F468-1F3FC-200D-1F4BB,smileys-people,person-role,man technologist: medium-light skin tone,,,Lisa Thiel,2,👨‍💻,1F468-200D-1F4BB,4,323
👨🏽‍💻,1F468-1F3FD-200D-1F4BB,smileys-people,person-role,man technologist: medium skin tone,,,Lisa Thiel,3,👨‍💻,1F468-200D-1F4BB,4,324
👨🏾‍💻,1F468-1F3FE-200D-1F4BB,smileys-people,person-role,man technologist: medium-dark skin tone,,,Lisa Thiel,4,👨‍💻,1F468-200D-1F4BB,4,325
👨🏿‍💻,1F468-1F3FF-200D-1F4BB,smileys-people,person-role,man technologist: dark skin tone,,,Lisa Thiel,5,👨‍💻,1F468-200D-1F4BB,4,326
👩‍💻,1F469-200D-1F4BB,smileys-people,person-role,woman technologist,"coder, developer, inventor, software, technologist, woman","coder, developer, inventor, woman, software, technologist, tablet, graphs, glasses, smart, clever, coding, code",Lisa Thiel,,👩‍💻,1F469-200D-1F4BB,4,327
👩🏻‍💻,1F469-1F3FB-200D-1F4BB,smileys-people,person-role,woman technologist: light skin tone,,,Lisa Thiel,1,👩‍💻,1F469-200D-1F4BB,4,328
👩🏼‍💻,1F469-1F3FC-200D-1F4BB,smileys-people,person-role,woman technologist: medium-light skin tone,,,Lisa Thiel,2,👩‍💻,1F469-200D-1F4BB,4,329
👩🏽‍💻,1F469-1F3FD-200D-1F4BB,smileys-people,person-role,woman technologist: medium skin tone,,,Lisa Thiel,3,👩‍💻,1F469-200D-1F4BB,4,330
👩🏾‍💻,1F469-1F3FE-200D-1F4BB,smileys-people,person-role,woman technologist: medium-dark skin tone,,,Lisa Thiel,4,👩‍💻,1F469-200D-1F4BB,4,331
👩🏿‍💻,1F469-1F3FF-200D-1F4BB,smileys-people,person-role,woman technologist: dark skin tone,,,Lisa Thiel,5,👩‍💻,1F469-200D-1F4BB,4,332
👨‍🎤,1F468-200D-1F3A4,smileys-people,person-role,man singer,"actor, entertainer, man, rock, singer, star","actor, entertainer, man, rock, singer, star, microphone, musician",Lisa Thiel,,👨‍🎤,1F468-200D-1F3A4,4,333
👨🏻‍🎤,1F468-1F3FB-200D-1F3A4,smileys-people,person-role,man singer: light skin tone,,,Lisa Thiel,1,👨‍🎤,1F468-200D-1F3A4,4,334
👨🏼‍🎤,1F468-1F3FC-200D-1F3A4,smileys-people,person-role,man singer: medium-light skin tone,,,Lisa Thiel,2,👨‍🎤,1F468-200D-1F3A4,4,335
👨🏽‍🎤,1F468-1F3FD-200D-1F3A4,smileys-people,person-role,man singer: medium skin tone,,,Lisa Thiel,3,👨‍🎤,1F468-200D-1F3A4,4,336
👨🏾‍🎤,1F468-1F3FE-200D-1F3A4,smileys-people,person-role,man singer: medium-dark skin tone,,,Lisa Thiel,4,👨‍🎤,1F468-200D-1F3A4,4,337
👨🏿‍🎤,1F468-1F3FF-200D-1F3A4,smileys-people,person-role,man singer: dark skin tone,,,Lisa Thiel,5,👨‍🎤,1F468-200D-1F3A4,4,338
👩‍🎤,1F469-200D-1F3A4,smileys-people,person-role,woman singer,"actor, entertainer, rock, singer, star, woman","actor, entertainer, woman, rock, singer, star, microphone, musician, glamour, glamorous, dress, wavy hair",Lisa Thiel,,👩‍🎤,1F469-200D-1F3A4,4,339
👩🏻‍🎤,1F469-1F3FB-200D-1F3A4,smileys-people,person-role,woman singer: light skin tone,,,Lisa Thiel,1,👩‍🎤,1F469-200D-1F3A4,4,340
👩🏼‍🎤,1F469-1F3FC-200D-1F3A4,smileys-people,person-role,woman singer: medium-light skin tone,,,Lisa Thiel,2,👩‍🎤,1F469-200D-1F3A4,4,341
👩🏽‍🎤,1F469-1F3FD-200D-1F3A4,smileys-people,person-role,woman singer: medium skin tone,,,Lisa Thiel,3,👩‍🎤,1F469-200D-1F3A4,4,342
👩🏾‍🎤,1F469-1F3FE-200D-1F3A4,smileys-people,person-role,woman singer: medium-dark skin tone,,,Lisa Thiel,4,👩‍🎤,1F469-200D-1F3A4,4,343
👩🏿‍🎤,1F469-1F3FF-200D-1F3A4,smileys-people,person-role,woman singer: dark skin tone,,,Lisa Thiel,5,👩‍🎤,1F469-200D-1F3A4,4,344
👨‍🎨,1F468-200D-1F3A8,smileys-people,person-role,man artist,"artist, man, palette","artist, man, palette, brush, beret, french hat, colors, painter, art, drawing, painting, illustrator, illustrating, creative, creativity",Lisa Thiel,,👨‍🎨,1F468-200D-1F3A8,4,345
👨🏻‍🎨,1F468-1F3FB-200D-1F3A8,smileys-people,person-role,man artist: light skin tone,,,Lisa Thiel,1,👨‍🎨,1F468-200D-1F3A8,4,346
👨🏼‍🎨,1F468-1F3FC-200D-1F3A8,smileys-people,person-role,man artist: medium-light skin tone,,,Lisa Thiel,2,👨‍🎨,1F468-200D-1F3A8,4,347
👨🏽‍🎨,1F468-1F3FD-200D-1F3A8,smileys-people,person-role,man artist: medium skin tone,,,Lisa Thiel,3,👨‍🎨,1F468-200D-1F3A8,4,348
👨🏾‍🎨,1F468-1F3FE-200D-1F3A8,smileys-people,person-role,man artist: medium-dark skin tone,,,Lisa Thiel,4,👨‍🎨,1F468-200D-1F3A8,4,349
👨🏿‍🎨,1F468-1F3FF-200D-1F3A8,smileys-people,person-role,man artist: dark skin tone,,,Lisa Thiel,5,👨‍🎨,1F468-200D-1F3A8,4,350
👩‍🎨,1F469-200D-1F3A8,smileys-people,person-role,woman artist,"artist, palette, woman","artist, woman, palette, brush, beret, french hat, colors, painter, art, drawing, painting, illustrator, illustrating, creative, creativity",Lisa Thiel,,👩‍🎨,1F469-200D-1F3A8,4,351
👩🏻‍🎨,1F469-1F3FB-200D-1F3A8,smileys-people,person-role,woman artist: light skin tone,,,Lisa Thiel,1,👩‍🎨,1F469-200D-1F3A8,4,352
👩🏼‍🎨,1F469-1F3FC-200D-1F3A8,smileys-people,person-role,woman artist: medium-light skin tone,,,Lisa Thiel,2,👩‍🎨,1F469-200D-1F3A8,4,353
👩🏽‍🎨,1F469-1F3FD-200D-1F3A8,smileys-people,person-role,woman artist: medium skin tone,,,Lisa Thiel,3,👩‍🎨,1F469-200D-1F3A8,4,354
👩🏾‍🎨,1F469-1F3FE-200D-1F3A8,smileys-people,person-role,woman artist: medium-dark skin tone,,,Lisa Thiel,4,👩‍🎨,1F469-200D-1F3A8,4,355
👩🏿‍🎨,1F469-1F3FF-200D-1F3A8,smileys-people,person-role,woman artist: dark skin tone,,,Lisa Thiel,5,👩‍🎨,1F469-200D-1F3A8,4,356
👨‍✈️,1F468-200D-2708-FE0F,smileys-people,person-role,man pilot,"man, pilot, plane","man, pilot, plane, flying, control stick",Lisa Thiel,,👨‍✈️,1F468-200D-2708-FE0F,4,357
👨🏻‍✈️,1F468-1F3FB-200D-2708-FE0F,smileys-people,person-role,man pilot: light skin tone,,,Lisa Thiel,1,👨‍✈️,1F468-200D-2708-FE0F,4,359
👨🏼‍✈️,1F468-1F3FC-200D-2708-FE0F,smileys-people,person-role,man pilot: medium-light skin tone,,,Lisa Thiel,2,👨‍✈️,1F468-200D-2708-FE0F,4,361
👨🏽‍✈️,1F468-1F3FD-200D-2708-FE0F,smileys-people,person-role,man pilot: medium skin tone,,,Lisa Thiel,3,👨‍✈️,1F468-200D-2708-FE0F,4,363
